session_id,user_id,course_id,intent,user_query,ai_response_summary,tokens_used,satisfaction_score,created_at
AIS0033994,USR038454,CRS028511,Revision,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1724,1,2026-04-18
AIS0033995,USR010566,CRS033983,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",273,4,2026-03-13
AIS0033996,USR006761,CRS007565,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3948,4,2026-02-14
AIS0033997,USR049389,CRS016845,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1433,1,2026-02-24
AIS0033998,USR000106,CRS047646,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2719,2,2026-05-01
AIS0033999,USR026919,CRS044074,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4676,4,2026-03-30
AIS0034000,USR011620,CRS042847,Doubt Solving,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4472,3,2026-03-19
AIS0034001,USR042641,CRS010370,Quiz Generation,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2489,3,2026-02-27
AIS0034002,USR000599,CRS000563,Career Guidance,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2660,2,2026-02-28
AIS0034003,USR004371,CRS006126,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1623,1,2026-03-19
AIS0034004,USR023316,CRS031722,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3072,5,2026-03-28
AIS0034005,USR004723,CRS019650,Quiz Generation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3401,5,2026-05-04
AIS0034006,USR011282,CRS029283,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4100,5,2026-04-06
AIS0034007,USR027962,CRS034446,Doubt Solving,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3290,4,2026-04-21
AIS0034008,USR036532,CRS036404,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1790,2,2026-02-22
AIS0034009,USR028281,CRS008984,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4199,5,2026-02-25
AIS0034010,USR002750,CRS045072,Career Guidance,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3864,4,2026-03-30
AIS0034011,USR026915,CRS020455,Quiz Generation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4866,1,2026-03-02
AIS0034012,USR015345,CRS045334,Concept Explanation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4248,4,2026-03-22
AIS0034013,USR040562,CRS041210,Concept Explanation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2302,4,2026-04-13
AIS0034014,USR024081,CRS041743,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",968,2,2026-04-27
AIS0034015,USR038853,CRS027807,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",448,5,2026-02-13
AIS0034016,USR035502,CRS001254,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",636,5,2026-04-04
AIS0034017,USR036589,CRS034220,Revision,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",640,4,2026-03-11
AIS0034018,USR024481,CRS028605,Doubt Solving,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3778,1,2026-04-09
AIS0034019,USR039533,CRS000513,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",992,5,2026-03-13
AIS0034020,USR002022,CRS019015,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4773,3,2026-04-17
AIS0034021,USR036964,CRS016707,Quiz Generation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4706,5,2026-03-30
AIS0034022,USR026287,CRS017544,Concept Explanation,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1436,3,2026-03-06
AIS0034023,USR042726,CRS020282,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3123,1,2026-04-28
AIS0034024,USR003195,CRS045411,Concept Explanation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2215,1,2026-03-13
AIS0034025,USR010655,CRS026841,Concept Explanation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2063,5,2026-04-11
AIS0034026,USR001991,CRS036261,Revision,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1939,1,2026-05-12
AIS0034027,USR002402,CRS007187,Career Guidance,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3395,4,2026-02-21
AIS0034028,USR000248,CRS036610,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4732,3,2026-04-30
AIS0034029,USR038563,CRS043610,Career Guidance,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2781,3,2026-04-28
AIS0034030,USR004199,CRS030518,Concept Explanation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3618,5,2026-04-27
AIS0034031,USR043332,CRS031464,Quiz Generation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4150,3,2026-03-07
AIS0034032,USR016819,CRS027753,Career Guidance,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3446,5,2026-04-12
AIS0034033,USR001503,CRS000531,Revision,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4971,1,2026-03-27
AIS0034034,USR046831,CRS040007,Assignment Help,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2497,1,2026-02-27
AIS0034035,USR041825,CRS025061,Revision,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3574,3,2026-03-22
AIS0034036,USR045818,CRS025301,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4836,3,2026-02-21
AIS0034037,USR031340,CRS001340,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2836,2,2026-03-20
AIS0034038,USR011907,CRS012265,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4001,4,2026-04-18
AIS0034039,USR040749,CRS046971,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1393,5,2026-04-21
AIS0034040,USR008528,CRS025303,Career Guidance,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4741,1,2026-04-06
AIS0034041,USR048941,CRS033707,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3788,4,2026-03-29
AIS0034042,USR022478,CRS049087,Career Guidance,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",748,5,2026-04-15
AIS0034043,USR017400,CRS043685,Career Guidance,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1823,3,2026-03-24
AIS0034044,USR001680,CRS030911,Concept Explanation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1834,4,2026-04-09
AIS0034045,USR033585,CRS016229,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4049,2,2026-03-16
AIS0034046,USR015789,CRS034344,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4334,3,2026-03-04
AIS0034047,USR041773,CRS044027,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2063,2,2026-03-21
AIS0034048,USR019471,CRS037888,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4924,2,2026-03-12
AIS0034049,USR045901,CRS017431,Doubt Solving,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",574,5,2026-04-12
AIS0034050,USR021107,CRS022752,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3452,2,2026-03-10
AIS0034051,USR015052,CRS001773,Career Guidance,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3669,3,2026-02-22
AIS0034052,USR018105,CRS015635,Revision,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4207,5,2026-03-15
AIS0034053,USR021021,CRS032417,Concept Explanation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4033,1,2026-03-13
AIS0034054,USR034124,CRS003931,Doubt Solving,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",306,3,2026-04-24
AIS0034055,USR003505,CRS018053,Revision,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3016,4,2026-04-22
AIS0034056,USR032979,CRS030856,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3895,2,2026-03-17
AIS0034057,USR009697,CRS001606,Revision,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",383,5,2026-03-23
AIS0034058,USR017663,CRS041474,Revision,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3595,4,2026-03-25
AIS0034059,USR011534,CRS047787,Revision,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3327,4,2026-03-28
AIS0034060,USR002585,CRS008045,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",299,3,2026-04-27
AIS0034061,USR048159,CRS033512,Doubt Solving,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3023,1,2026-04-01
AIS0034062,USR046230,CRS040006,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1444,4,2026-02-17
AIS0034063,USR008125,CRS038205,Revision,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3461,4,2026-05-02
AIS0034064,USR015378,CRS048178,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2598,3,2026-04-04
AIS0034065,USR041607,CRS030351,Quiz Generation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3675,3,2026-04-16
AIS0034066,USR045138,CRS023733,Doubt Solving,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",560,3,2026-03-09
AIS0034067,USR001632,CRS028551,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4969,5,2026-03-01
AIS0034068,USR007647,CRS043781,Doubt Solving,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4649,2,2026-03-04
AIS0034069,USR036006,CRS048976,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3264,3,2026-02-24
AIS0034070,USR033390,CRS030405,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1701,3,2026-03-04
AIS0034071,USR028507,CRS006880,Quiz Generation,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4583,2,2026-02-27
AIS0034072,USR007045,CRS031322,Concept Explanation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2678,3,2026-03-31
AIS0034073,USR048809,CRS034012,Quiz Generation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3124,1,2026-04-14
AIS0034074,USR030885,CRS015245,Assignment Help,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2655,2,2026-05-11
AIS0034075,USR044001,CRS017116,Quiz Generation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2694,4,2026-03-08
AIS0034076,USR040487,CRS042181,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4892,4,2026-04-26
AIS0034077,USR026503,CRS041140,Revision,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2073,3,2026-02-13
AIS0034078,USR041957,CRS043993,Doubt Solving,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3449,5,2026-04-23
AIS0034079,USR031130,CRS017629,Assignment Help,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",261,2,2026-04-18
AIS0034080,USR034979,CRS005639,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2989,2,2026-04-14
AIS0034081,USR002985,CRS034300,Career Guidance,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3267,3,2026-05-08
AIS0034082,USR007469,CRS024234,Quiz Generation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3230,2,2026-03-09
AIS0034083,USR013206,CRS015114,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",301,1,2026-05-04
AIS0034084,USR020312,CRS017106,Career Guidance,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",826,5,2026-04-08
AIS0034085,USR022127,CRS025304,Career Guidance,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4314,4,2026-03-26
AIS0034086,USR030614,CRS033796,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4164,5,2026-03-25
AIS0034087,USR003744,CRS025134,Career Guidance,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3717,1,2026-02-19
AIS0034088,USR020200,CRS021209,Assignment Help,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1570,2,2026-05-12
AIS0034089,USR015570,CRS028606,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4663,5,2026-05-10
AIS0034090,USR034991,CRS041258,Assignment Help,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",511,2,2026-02-14
AIS0034091,USR036578,CRS033085,Concept Explanation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3272,1,2026-04-05
AIS0034092,USR016203,CRS026208,Doubt Solving,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3575,4,2026-02-16
AIS0034093,USR004314,CRS006564,Concept Explanation,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4835,1,2026-03-22
AIS0034094,USR007796,CRS042557,Quiz Generation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4489,3,2026-02-22
AIS0034095,USR024967,CRS033340,Assignment Help,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2795,5,2026-02-18
AIS0034096,USR027084,CRS008677,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2918,4,2026-04-19
AIS0034097,USR035020,CRS024996,Doubt Solving,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1444,4,2026-05-06
AIS0034098,USR040307,CRS032341,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3865,5,2026-05-01
AIS0034099,USR022468,CRS022174,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1835,3,2026-05-11
AIS0034100,USR039628,CRS021085,Doubt Solving,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2226,1,2026-03-11
AIS0034101,USR010631,CRS010446,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1337,2,2026-02-27
AIS0034102,USR000362,CRS002125,Doubt Solving,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2781,5,2026-03-31
AIS0034103,USR031507,CRS011420,Doubt Solving,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4366,2,2026-03-16
AIS0034104,USR030035,CRS035590,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2173,4,2026-03-18
AIS0034105,USR045509,CRS042317,Doubt Solving,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2284,1,2026-04-04
AIS0034106,USR004837,CRS019348,Career Guidance,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3195,2,2026-03-26
AIS0034107,USR044349,CRS016931,Doubt Solving,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2589,2,2026-05-12
AIS0034108,USR033608,CRS043884,Quiz Generation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2375,4,2026-05-07
AIS0034109,USR037453,CRS022706,Doubt Solving,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4346,5,2026-04-24
AIS0034110,USR039442,CRS021201,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1346,1,2026-04-15
AIS0034111,USR044283,CRS017966,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4731,5,2026-02-28
AIS0034112,USR016854,CRS049540,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1363,3,2026-04-22
AIS0034113,USR037790,CRS047253,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1023,2,2026-03-12
AIS0034114,USR031912,CRS040534,Career Guidance,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2825,5,2026-02-19
AIS0034115,USR037374,CRS049766,Revision,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4448,3,2026-03-22
AIS0034116,USR013544,CRS035699,Concept Explanation,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4429,3,2026-03-22
AIS0034117,USR000636,CRS000447,Concept Explanation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4956,3,2026-05-03
AIS0034118,USR029317,CRS006979,Revision,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3584,2,2026-03-19
AIS0034119,USR006425,CRS047324,Doubt Solving,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4952,5,2026-03-23
AIS0034120,USR023667,CRS005432,Doubt Solving,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1884,5,2026-04-16
AIS0034121,USR000237,CRS002479,Concept Explanation,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1826,2,2026-02-24
AIS0034122,USR015873,CRS049347,Doubt Solving,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2049,2,2026-03-29
AIS0034123,USR022077,CRS042404,Career Guidance,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1288,4,2026-04-02
AIS0034124,USR036079,CRS017167,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1003,2,2026-02-18
AIS0034125,USR038527,CRS048630,Career Guidance,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4926,5,2026-02-25
AIS0034126,USR036251,CRS000903,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3803,3,2026-04-10
AIS0034127,USR020858,CRS003100,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4221,4,2026-05-03
AIS0034128,USR014497,CRS020146,Doubt Solving,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1261,2,2026-02-24
AIS0034129,USR048907,CRS029024,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3201,1,2026-03-21
AIS0034130,USR047961,CRS025954,Assignment Help,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2757,5,2026-04-24
AIS0034131,USR027418,CRS049737,Career Guidance,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2566,4,2026-03-16
AIS0034132,USR043559,CRS000472,Doubt Solving,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",844,1,2026-05-11
AIS0034133,USR032431,CRS021220,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2978,5,2026-04-11
AIS0034134,USR000769,CRS002123,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3612,2,2026-03-03
AIS0034135,USR046859,CRS007270,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",337,4,2026-03-08
AIS0034136,USR000919,CRS025774,Revision,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4144,1,2026-05-10
AIS0034137,USR014779,CRS034936,Revision,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",607,3,2026-03-09
AIS0034138,USR032518,CRS028271,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3504,4,2026-03-03
AIS0034139,USR006425,CRS000969,Career Guidance,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2762,1,2026-05-07
AIS0034140,USR030401,CRS024856,Quiz Generation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2341,5,2026-03-31
AIS0034141,USR017452,CRS004227,Concept Explanation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4672,3,2026-02-20
AIS0034142,USR013690,CRS045039,Quiz Generation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4350,2,2026-04-12
AIS0034143,USR036603,CRS047944,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3187,3,2026-04-12
AIS0034144,USR045673,CRS017367,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1162,3,2026-03-25
AIS0034145,USR019241,CRS044008,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2061,5,2026-04-30
AIS0034146,USR003158,CRS000329,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2894,1,2026-03-06
AIS0034147,USR045263,CRS011948,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",580,1,2026-04-16
AIS0034148,USR027865,CRS044745,Revision,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3412,5,2026-05-12
AIS0034149,USR028286,CRS027916,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1871,2,2026-04-28
AIS0034150,USR026370,CRS030571,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4550,1,2026-04-22
AIS0034151,USR004852,CRS014133,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",519,4,2026-05-02
AIS0034152,USR022487,CRS005586,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3751,2,2026-02-21
AIS0034153,USR020083,CRS048318,Career Guidance,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2186,2,2026-03-30
AIS0034154,USR021902,CRS022168,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3099,1,2026-03-20
AIS0034155,USR002487,CRS002799,Concept Explanation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4808,4,2026-04-22
AIS0034156,USR009335,CRS034746,Concept Explanation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3965,1,2026-03-14
AIS0034157,USR002630,CRS006307,Revision,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3638,5,2026-04-01
AIS0034158,USR015879,CRS002162,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2955,2,2026-03-29
AIS0034159,USR030709,CRS037830,Career Guidance,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4477,4,2026-03-15
AIS0034160,USR025646,CRS013997,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3936,4,2026-02-22
AIS0034161,USR015856,CRS026148,Quiz Generation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2824,2,2026-04-21
AIS0034162,USR001779,CRS044713,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4236,4,2026-02-25
AIS0034163,USR046099,CRS033755,Concept Explanation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",306,3,2026-04-13
AIS0034164,USR016471,CRS020223,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2440,4,2026-04-13
AIS0034165,USR011059,CRS049513,Revision,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2891,4,2026-04-17
AIS0034166,USR013513,CRS021285,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2554,3,2026-05-07
AIS0034167,USR046085,CRS001288,Assignment Help,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2786,5,2026-03-08
